EmployeeName,Department,Role,Day,Shift
Joseph Brown,Pediatrics,Admin,"(14)","(100)"
Joseph Brown,Gynecology,Admin,"(12)","(001)"
Joseph Gonzalez,Emergency,Admin,"(11)","(001)"
Joseph Gonzalez,Cardiology,Admin,"(10)","(010)"
Joseph Gonzalez,ICU,Admin,"(14)","(010)"
Joseph Harris,Cardiology,Admin,"(12)","(001)"
Joseph Harris,Neurology,Admin,"(6)","(001)"
Joseph Harris,ICU,Admin,"(13)","(001)"
Joseph Harris,Pediatrics,Admin,"(4, 5)","(100, 010)"
Joseph Harris,Gynecology,Admin,"(7)","(010)"
Joseph Harris,Radiology,Admin,"(10, 11)","(100, 100)"
Joseph Harris,Psychiatry,Admin,"(1, 2, 8)","(100, 010, 010)"
Joseph Harris,Orthopedics,Admin,"(3, 9)","(010, 100)"
Joseph Hernandez,ICU,Admin,"(6)","(100)"
Joseph Hernandez,Gynecology,Admin,"(14)","(100)"
Joseph Hernandez,Radiology,Admin,"(11)","(001)"
Joseph Smith,Emergency,Doctor,"(12)","(010)"
Joseph Smith,Cardiology,Doctor,"(3)","(001)"
Joseph Smith,ICU,Doctor,"(2)","(001)"
Joseph Smith,Gynecology,Doctor,"(4)","(001)"
Joseph Smith,Orthopedics,Doctor,"(5)","(100)"
Joseph Smith,Oncology,Doctor,"(7)","(010)"
Joseph Taylor,Emergency,Doctor,"(13)","(010)"
Joseph Taylor,Neurology,Doctor,"(14)","(010)"
Joseph Taylor,ICU,Doctor,"(6)","(001)"
Joseph Taylor,Pediatrics,Doctor,"(1)","(001)"
Joseph Taylor,Gynecology,Doctor,"(2, 9)","(010, 100)"
Joseph Taylor,Radiology,Doctor,"(3, 10)","(100, 010)"
Joseph Taylor,Psychiatry,Doctor,"(12)","(010)"
Joseph Taylor,Orthopedics,Doctor,"(4, 7, 8)","(001, 001, 010)"
Joseph White,Cardiology,Nurse,"(2)","(010)"
Joseph White,Neurology,Nurse,"(4)","(010)"
Joseph White,Gynecology,Nurse,"(1, 7, 10, 13)","(010, 100, 001, 010)"
Joseph White,Radiology,Nurse,"(8)","(100)"
Joseph White,Psychiatry,Nurse,"(6)","(010)"
Joseph White,Orthopedics,Nurse,"(11, 12)","(001, 010)"
Joseph White,Oncology,Nurse,"(5, 14)","(010, 001)"
Joseph Young,Emergency,Doctor,"(1, 5)","(100, 010)"
Joseph Young,Neurology,Doctor,"(7)","(100)"
Joseph Young,ICU,Doctor,"(2, 6)","(100, 001)"
Joseph Young,Pediatrics,Doctor,"(11)","(100)"
Joseph Young,Gynecology,Doctor,"(8)","(001)"
Joseph Young,Radiology,Doctor,"(3)","(010)"
Joseph Young,Psychiatry,Doctor,"(4, 13)","(001, 001)"
Liam Allen,Cardiology,Nurse,"(1)","(001)"
Liam Allen,Gynecology,Nurse,"(3)","(001)"
Liam Allen,Radiology,Nurse,"(10)","(010)"
Liam Brown,Radiology,Doctor,"(14)","(010)"
Liam Davis,Orthopedics,Doctor,"(2)","(001)"
Liam Jackson,Emergency,Doctor,"(5, 12)","(001, 010)"
Liam Jackson,Cardiology,Doctor,"(7, 9, 14)","(100, 100, 100)"
Liam Jackson,ICU,Doctor,"(1, 6)","(100, 010)"
Liam Jackson,Pediatrics,Doctor,"(2, 3)","(010, 100)"
Liam Jackson,Radiology,Doctor,"(4)","(100)"
Liam Jackson,Orthopedics,Doctor,"(10)","(010)"
Liam Jones,Emergency,Admin,"(3)","(001)"
Liam Jones,Cardiology,Admin,"(9)","(010)"
Liam Jones,Neurology,Admin,"(10)","(010)"
Liam Jones,ICU,Admin,"(11)","(100)"
Liam Jones,Gynecology,Admin,"(1)","(001)"
Liam Jones,Psychiatry,Admin,"(4)","(100)"
Liam Jones,Orthopedics,Admin,"(7)","(100)"
Liam Jones,Oncology,Admin,"(13)","(001)"
Liam King,Gynecology,Doctor,"(3)","(010)"
Liam King,Oncology,Doctor,"(13)","(001)"
Liam Lewis,Emergency,Admin,"(8)","(010)"
Liam Lewis,ICU,Admin,"(1)","(010)"
Liam Lewis,Pediatrics,Admin,"(13)","(100)"
Liam Lewis,Gynecology,Admin,"(7)","(100)"
Liam Lewis,Psychiatry,Admin,"(2, 6)","(100, 010)"
Liam Lewis,Orthopedics,Admin,"(3, 4, 14)","(010, 001, 010)"
Liam Robinson,Emergency,Admin,"(3, 7)","(001, 010)"
Liam Robinson,Neurology,Admin,"(13)","(100)"
Liam Robinson,ICU,Admin,"(1, 12)","(010, 001)"
Liam Robinson,Pediatrics,Admin,"(6)","(001)"
Liam Robinson,Radiology,Admin,"(5, 8)","(100, 010)"
Liam Robinson,Psychiatry,Admin,"(14)","(001)"
Liam Robinson,Orthopedics,Admin,"(10, 11)","(001, 100)"
Liam Sanchez,Cardiology,Nurse,"(3)","(010)"
Liam Sanchez,Neurology,Nurse,"(9, 11)","(001, 001)"
Liam Sanchez,ICU,Nurse,"(5, 10)","(010, 010)"
Liam Sanchez,Pediatrics,Nurse,"(8, 12, 13, 14)","(001, 010, 001, 100)"
Liam Sanchez,Radiology,Nurse,"(1, 4)","(010, 001)"
Liam Sanchez,Psychiatry,Nurse,"(7)","(100)"
Liam Scott,Emergency,Admin,"(10)","(001)"
Liam Scott,Cardiology,Admin,"(12)","(001)"
Liam Scott,Neurology,Admin,"(5)","(001)"
Liam Scott,ICU,Admin,"(1, 13, 14)","(001, 100, 001)"
Liam Scott,Radiology,Admin,"(7)","(010)"
Liam Scott,Oncology,Admin,"(8)","(100)"
Liam Smith,Orthopedics,Nurse,"(11)","(010)"
Liam Torres,Radiology,Nurse,"(2)","(100)"
Liam Torres,Psychiatry,Nurse,"(14)","(010)"
Liam Torres,Orthopedics,Nurse,"(3, 6, 11)","(001, 010, 100)"
Liam White,Emergency,Doctor,"(1, 6)","(001, 100)"
Liam White,Cardiology,Doctor,"(11)","(100)"
Liam White,Neurology,Doctor,"(9)","(001)"
Liam White,Pediatrics,Doctor,"(2)","(010)"
Liam White,Gynecology,Doctor,"(5)","(100)"
Liam White,Radiology,Doctor,"(8)","(100)"
Liam White,Psychiatry,Doctor,"(13, 14)","(100, 100)"
Linda Allen,Emergency,Doctor,"(1)","(100)"
Linda Allen,Cardiology,Doctor,"(2, 6)","(010, 001)"
Linda Allen,Neurology,Doctor,"(3, 7)","(010, 100)"
Linda Allen,ICU,Doctor,"(10)","(100)"
Linda Allen,Pediatrics,Doctor,"(11)","(010)"
Linda Allen,Psychiatry,Doctor,"(12)","(100)"
Linda Garcia,Emergency,Doctor,"(6)","(010)"
Linda Garcia,ICU,Doctor,"(2)","(100)"
Linda Garcia,Gynecology,Doctor,"(13)","(010)"
Linda Garcia,Orthopedics,Doctor,"(3)","(100)"
Linda Garcia,Oncology,Doctor,"(1)","(100)"
Linda King,Emergency,Doctor,"(5)","(010)"
Linda King,Cardiology,Doctor,"(14)","(100)"
Linda King,Neurology,Doctor,"(8)","(010)"
Linda King,Pediatrics,Doctor,"(4)","(010)"
Linda King,Gynecology,Doctor,"(2, 7, 9)","(100, 010, 010)"
Linda King,Psychiatry,Doctor,"(13)","(001)"
Linda King,Oncology,Doctor,"(3, 11)","(100, 010)"
Linda Ramirez,Emergency,Doctor,"(5)","(010)"
Linda Ramirez,ICU,Doctor,"(10)","(001)"
Linda Ramirez,Pediatrics,Doctor,"(7)","(010)"
Linda Ramirez,Gynecology,Doctor,"(2)","(010)"
Linda Ramirez,Radiology,Doctor,"(11)","(001)"
Linda Ramirez,Psychiatry,Doctor,"(1, 3, 13)","(100, 100, 001)"
Linda Ramirez,Oncology,Doctor,"(8, 14)","(010, 100)"
Linda Robinson,Emergency,Admin,"(9)","(010)"
Linda Robinson,Cardiology,Admin,"(4, 12)","(001, 010)"
Linda Robinson,Neurology,Admin,"(8, 10)","(001, 010)"
Linda Robinson,Gynecology,Admin,"(14)","(010)"
Linda Robinson,Psychiatry,Admin,"(1)","(010)"
Lisa Allen,Emergency,Nurse,"(5, 6, 7)","(001, 010, 001)"
Lisa Allen,Cardiology,Nurse,"(3, 12)","(010, 100)"
Lisa Allen,Neurology,Nurse,"(10, 14)","(001, 100)"
Lisa Allen,Pediatrics,Nurse,"(2)","(001)"
Lisa Allen,Orthopedics,Nurse,"(1, 8)","(010, 010)"
Lisa Clark,Emergency,Nurse,"(3, 11, 13)","(010, 010, 010)"
Lisa Clark,Neurology,Nurse,"(9)","(001)"
Lisa Clark,ICU,Nurse,"(5, 10)","(001, 001)"
Lisa Clark,Gynecology,Nurse,"(4)","(001)"
Lisa Clark,Psychiatry,Nurse,"(7, 12)","(100, 010)"
Lisa Clark,Orthopedics,Nurse,"(8, 14)","(100, 001)"
Lisa Hernandez,Neurology,Nurse,"(5)","(001)"
Lisa Hernandez,ICU,Nurse,"(9)","(100)"
Lisa Hernandez,Pediatrics,Nurse,"(11, 12)","(010, 010)"
Lisa Hernandez,Gynecology,Nurse,"(2, 4)","(010, 010)"
Lisa Hernandez,Radiology,Nurse,"(10)","(010)"
Lisa Hernandez,Psychiatry,Nurse,"(1, 13)","(100, 001)"
Lisa Hernandez,Oncology,Nurse,"(3)","(100)"
Lisa Nguyen,Emergency,Nurse,"(11)","(100)"
Lisa Nguyen,Cardiology,Nurse,"(3, 4, 14)","(010, 100, 010)"
Lisa Nguyen,Neurology,Nurse,"(6)","(010)"
Lisa Nguyen,ICU,Nurse,"(1)","(001)"
Lisa Nguyen,Pediatrics,Nurse,"(7, 9)","(001, 010)"
Lisa Scott,Psychiatry,Doctor,"(5, 8)","(001, 100)"
Lisa Scott,Oncology,Doctor,"(1, 4, 6, 9, 10, 12, 13, 14)","(010, 010, 010, 001, 010, 010, 010, 010)"
Lisa Taylor,Cardiology,Nurse,"(2)","(100)"
Lisa Taylor,Neurology,Nurse,"(11, 12, 13)","(010, 100, 010)"
Lisa Taylor,Gynecology,Nurse,"(8)","(010)"
Lisa Taylor,Radiology,Nurse,"(6, 14)","(001, 100)"
Lisa Taylor,Oncology,Nurse,"(7)","(010)"
Lisa White,Emergency,Doctor,"(1)","(010)"
Lisa White,Cardiology,Doctor,"(5)","(100)"
Lisa White,ICU,Doctor,"(6, 12, 14)","(010, 100, 001)"
Lisa White,Gynecology,Doctor,"(3, 4, 11)","(100, 001, 010)"
Lisa White,Radiology,Doctor,"(8, 10)","(001, 010)"
Lisa White,Psychiatry,Doctor,"(7, 13)","(001, 001)"
Lisa White,Orthopedics,Doctor,"(9)","(010)"
Lisa Wilson,Neurology,Doctor,"(11)","(010)"
Lisa Wilson,Gynecology,Doctor,"(7)","(010)"
Lisa Young,Emergency,Nurse,"(4, 5, 13)","(010, 001, 010)"
Lisa Young,Cardiology,Nurse,"(11)","(001)"
Lisa Young,Neurology,Nurse,"(1, 6)","(001, 001)"
Lisa Young,ICU,Nurse,"(7, 8)","(010, 001)"
Lisa Young,Radiology,Nurse,"(9, 10)","(001, 100)"
Lisa Young,Psychiatry,Nurse,"(14)","(001)"
Lucas Anderson,Radiology,Nurse,"(3)","(100)"
Lucas Harris,Oncology,Admin,"(5, 12)","(100, 001)"
Lucas Lee,Emergency,Doctor,"(8)","(010)"
Lucas Lee,Cardiology,Doctor,"(1)","(010)"
Lucas Lee,Neurology,Doctor,"(10)","(010)"
Lucas Lee,Pediatrics,Doctor,"(12)","(010)"
Lucas Lee,Gynecology,Doctor,"(9)","(100)"
Lucas Lewis,Emergency,Admin,"(4, 9)","(001, 010)"
Lucas Lewis,Cardiology,Admin,"(2)","(100)"
Lucas Lewis,ICU,Admin,"(8)","(010)"
Lucas Lewis,Pediatrics,Admin,"(7, 11)","(010, 001)"
Lucas Lewis,Gynecology,Admin,"(10)","(100)"
Lucas Lewis,Psychiatry,Admin,"(5)","(100)"
Lucas Taylor,Orthopedics,Nurse,"(3)","(100)"
Lucas Torres,Radiology,Doctor,"(2)","(001)"
Margaret Clark,Emergency,Doctor,"(3, 10)","(010, 001)"
Margaret Clark,Cardiology,Doctor,"(2, 9)","(010, 010)"
Margaret Clark,Neurology,Doctor,"(12)","(010)"
Margaret Clark,Gynecology,Doctor,"(1, 14)","(010, 100)"
Margaret Clark,Psychiatry,Doctor,"(6, 13)","(001, 100)"
Margaret Garcia,Emergency,Doctor,"(11)","(001)"
Margaret Garcia,Pediatrics,Doctor,"(12)","(001)"
Margaret Garcia,Gynecology,Doctor,"(1)","(010)"
Margaret Garcia,Radiology,Doctor,"(14)","(100)"
Margaret Garcia,Orthopedics,Doctor,"(8)","(010)"
Margaret Garcia,Oncology,Doctor,"(3)","(001)"
Margaret Harris,Psychiatry,Doctor,"(2)","(001)"
Margaret Hill,Cardiology,Admin,"(5, 9)","(010, 100)"
Margaret Hill,Neurology,Admin,"(3, 4)","(100, 100)"
Margaret Hill,ICU,Admin,"(7, 8, 10)","(010, 001, 100)"
Margaret Hill,Pediatrics,Admin,"(2, 11, 13)","(001, 001, 001)"
Margaret Hill,Orthopedics,Admin,"(6, 12)","(010, 100)"
Margaret Lee,Emergency,Admin,"(4, 8)","(010, 010)"
Margaret Lee,ICU,Admin,"(2)","(001)"
Margaret Lee,Pediatrics,Admin,"(10)","(100)"
Margaret Lee,Gynecology,Admin,"(3, 5, 6, 11)","(001, 010, 100, 001)"
Margaret Lee,Psychiatry,Admin,"(1, 7, 9)","(100, 001, 001)"
Margaret Nguyen,Emergency,Admin,"(12)","(100)"
Margaret Nguyen,ICU,Admin,"(8)","(001)"
Margaret Nguyen,Pediatrics,Admin,"(5, 13, 14)","(100, 100, 001)"
Margaret Nguyen,Radiology,Admin,"(2, 6, 10)","(010, 001, 100)"
Margaret Nguyen,Psychiatry,Admin,"(1)","(010)"
Margaret Nguyen,Orthopedics,Admin,"(4)","(100)"
Margaret Ramirez,Cardiology,Admin,"(4)","(001)"
Margaret Ramirez,Neurology,Admin,"(1)","(100)"
Margaret Ramirez,Pediatrics,Admin,"(10)","(100)"
Margaret Ramirez,Gynecology,Admin,"(9, 12, 13, 14)","(100, 010, 001, 100)"
Margaret Ramirez,Oncology,Admin,"(5)","(001)"
Margaret Rodriguez,ICU,Admin,"(6)","(010)"
Margaret Rodriguez,Pediatrics,Admin,"(13, 14)","(001, 100)"
Margaret Rodriguez,Psychiatry,Admin,"(2, 4, 7, 11)","(010, 100, 001, 001)"
Margaret Rodriguez,Orthopedics,Admin,"(9)","(100)"
Margaret Rodriguez,Oncology,Admin,"(1)","(010)"
Margaret Taylor,Cardiology,Doctor,"(3)","(001)"
Margaret Taylor,Pediatrics,Doctor,"(5, 12, 14)","(010, 001, 100)"
Margaret Taylor,Radiology,Doctor,"(6)","(010)"
Margaret Taylor,Psychiatry,Doctor,"(1, 9)","(100, 001)"
Margaret Taylor,Orthopedics,Doctor,"(4, 11, 13)","(001, 001, 100)"
Margaret Taylor,Oncology,Doctor,"(8)","(010)"
Margaret Thompson,Emergency,Admin,"(1)","(100)"
Margaret Thompson,Pediatrics,Admin,"(5)","(010)"
Margaret Thompson,Gynecology,Admin,"(9, 12)","(001, 100)"
Margaret Thompson,Radiology,Admin,"(6, 13)","(100, 100)"
Margaret Thompson,Psychiatry,Admin,"(11)","(010)"
Margaret Thompson,Orthopedics,Admin,"(2, 7, 10)","(001, 010, 010)"
Margaret Thompson,Oncology,Admin,"(3, 8)","(100, 100)"
Margaret White,Radiology,Nurse,"(9)","(001)"
Margaret White,Psychiatry,Nurse,"(2)","(100)"
Margaret Wilson,Emergency,Doctor,"(2)","(100)"
Margaret Wilson,Cardiology,Doctor,"(7, 10)","(010, 100)"
Margaret Wilson,Neurology,Doctor,"(9, 12)","(001, 001)"
Margaret Wilson,Radiology,Doctor,"(6)","(010)"
Margaret Wilson,Psychiatry,Doctor,"(13, 14)","(010, 001)"
Margaret Wilson,Orthopedics,Doctor,"(5)","(100)"
Margaret Wilson,Oncology,Doctor,"(4)","(001)"
Margaret Young,Psychiatry,Nurse,"(10)","(001)"
Margaret Young,Orthopedics,Nurse,"(2, 9)","(001, 010)"
Margaret Young,Oncology,Nurse,"(1, 3, 4, 7, 8, 13, 14)","(010, 100, 100, 001, 001, 100, 100)"
Mary Allen,Neurology,Nurse,"(2)","(010)"
Mary Allen,ICU,Nurse,"(1)","(100)"
Mary Allen,Radiology,Nurse,"(4, 7, 10)","(001, 001, 100)"
Mary Allen,Psychiatry,Nurse,"(8, 13, 14)","(010, 100, 010)"
Mary Allen,Orthopedics,Nurse,"(6, 9)","(001, 001)"
Mary Allen,Oncology,Nurse,"(3)","(010)"
Mary Hill,Oncology,Admin,"(4)","(001)"
Mary King,Emergency,Doctor,"(7, 11)","(100, 100)"
Mary King,Cardiology,Doctor,"(1, 3)","(100, 010)"
Mary King,Neurology,Doctor,"(2, 14)","(100, 001)"
Mary King,ICU,Doctor,"(12)","(010)"
Mary King,Pediatrics,Doctor,"(5, 8)","(001, 001)"
Mary King,Radiology,Doctor,"(6)","(100)"
Mary Lopez,Neurology,Nurse,"(1)","(001)"
Mary Lopez,Pediatrics,Nurse,"(6)","(100)"
Mary Lopez,Radiology,Nurse,"(11)","(001)"
Mary Lopez,Oncology,Nurse,"(5, 14)","(001, 001)"
Mary Sanchez,Emergency,Doctor,"(6)","(100)"
Mary Sanchez,Neurology,Doctor,"(3, 8)","(100, 001)"
Mary Sanchez,ICU,Doctor,"(12)","(001)"
Mary Sanchez,Pediatrics,Doctor,"(9)","(100)"
Mary Sanchez,Gynecology,Doctor,"(2, 5)","(001, 010)"
Mary Sanchez,Radiology,Doctor,"(11)","(100)"
Mary Sanchez,Orthopedics,Doctor,"(10, 13)","(010, 010)"
Mary Walker,Cardiology,Nurse,"(9, 10, 11)","(001, 010, 010)"
Mary Walker,Neurology,Nurse,"(4, 6, 7)","(100, 010, 010)"
Mary Walker,ICU,Nurse,"(13)","(100)"
Mary Walker,Pediatrics,Nurse,"(12)","(100)"
Mary Walker,Gynecology,Nurse,"(3)","(001)"
Mary Walker,Radiology,Nurse,"(2)","(100)"
Mary Walker,Psychiatry,Nurse,"(1)","(100)"
Mary Walker,Orthopedics,Nurse,"(8, 14)","(100, 001)"
Mary Walker,Oncology,Nurse,"(5)","(010)"
Mary Williams,Emergency,Nurse,"(6)","(100)"
Mary Williams,ICU,Nurse,"(8, 10)","(001, 100)"
Mary Williams,Pediatrics,Nurse,"(13)","(001)"
Mary Williams,Gynecology,Nurse,"(4, 5, 9)","(001, 010, 100)"
Mary Williams,Radiology,Nurse,"(1, 3)","(010, 010)"
Mia Hill,Cardiology,Admin,"(6)","(100)"
Mia Hill,ICU,Admin,"(13, 14)","(010, 100)"
Mia Hill,Radiology,Admin,"(3)","(100)"
Mia Hill,Oncology,Admin,"(12)","(100)"
Mia Lee,ICU,Admin,"(12)","(001)"
Mia Lee,Pediatrics,Admin,"(8)","(001)"
Mia Lewis,Orthopedics,Nurse,"(11)","(100)"
Mia Torres,Orthopedics,Nurse,"(6, 12)","(100, 100)"
Mia Torres,Oncology,Nurse,"(5, 8)","(100, 100)"
Mia Wright,ICU,Nurse,"(2)","(100)"
Mia Wright,Pediatrics,Nurse,"(10)","(010)"
Mia Wright,Oncology,Nurse,"(11)","(100)"
Mia Young,Oncology,Doctor,"(2)","(100)"
Michael Allen,Emergency,Admin,"(12)","(010)"
Michael Allen,Cardiology,Admin,"(3, 7, 8, 9)","(001, 001, 100, 100)"
Michael Allen,Neurology,Admin,"(4)","(100)"
Michael Allen,ICU,Admin,"(2)","(001)"
Michael Allen,Radiology,Admin,"(11)","(010)"
Michael Allen,Orthopedics,Admin,"(14)","(010)"
Michael Allen,Oncology,Admin,"(6, 13)","(100, 010)"
Michael Davis,ICU,Admin,"(5)","(100)"
Michael Johnson,Emergency,Doctor,"(1, 2, 3)","(100, 001, 010)"
Michael Johnson,Neurology,Doctor,"(6)","(001)"
Michael Johnson,ICU,Doctor,"(9)","(001)"
Michael Johnson,Pediatrics,Doctor,"(4, 10)","(010, 010)"
Michael Johnson,Gynecology,Doctor,"(8)","(001)"
Michael Johnson,Radiology,Doctor,"(12)","(001)"
Michael Johnson,Psychiatry,Doctor,"(11)","(010)"
Michael Jones,Cardiology,Admin,"(12)","(100)"
Michael Jones,ICU,Admin,"(2)","(100)"
Michael Jones,Pediatrics,Admin,"(5)","(010)"
Michael Jones,Gynecology,Admin,"(1)","(001)"
Michael Jones,Radiology,Admin,"(3)","(100)"
Michael Jones,Psychiatry,Admin,"(8)","(010)"
Michael Jones,Oncology,Admin,"(7)","(001)"
Michael Lewis,Emergency,Admin,"(1, 4, 6)","(010, 010, 010)"
Michael Lewis,Cardiology,Admin,"(3, 7, 12)","(100, 100, 010)"
Michael Lewis,ICU,Admin,"(11)","(010)"
Michael Lewis,Pediatrics,Admin,"(5)","(001)"
Michael Lewis,Gynecology,Admin,"(8, 9, 10, 13)","(100, 100, 100, 001)"
Michael Lopez,Cardiology,Nurse,"(9)","(010)"
Michael Lopez,Pediatrics,Nurse,"(6)","(001)"
Michael Lopez,Gynecology,Nurse,"(13)","(001)"
Michael Martin,Emergency,Doctor,"(5)","(001)"
Michael Martin,Neurology,Doctor,"(8)","(001)"
Michael Martin,ICU,Doctor,"(2, 3, 4, 6, 14)","(010, 100, 010, 001, 001)"
Michael Martin,Radiology,Doctor,"(1)","(001)"
Michael Martin,Psychiatry,Doctor,"(7, 11)","(001, 100)"
Michael Martin,Orthopedics,Doctor,"(9, 10)","(010, 001)"
Michael Martin,Oncology,Doctor,"(12)","(100)"
Michael Martinez,Emergency,Nurse,"(5)","(100)"
Michael Martinez,Neurology,Nurse,"(9)","(010)"
Michael Martinez,Gynecology,Nurse,"(7)","(001)"
Michael Martinez,Radiology,Nurse,"(8, 11)","(001, 001)"
Michael Martinez,Psychiatry,Nurse,"(1, 3)","(100, 001)"
Michael Martinez,Orthopedics,Nurse,"(2)","(100)"
Michael Martinez,Oncology,Nurse,"(4, 10, 14)","(100, 010, 010)"
Michael Scott,Emergency,Nurse,"(7)","(010)"
Michael Scott,Pediatrics,Nurse,"(3)","(100)"
Michael Scott,Oncology,Nurse,"(6)","(001)"
Michael Smith,Neurology,Doctor,"(2)","(001)"
Michael Taylor,Emergency,Doctor,"(1)","(100)"
Michael Taylor,Cardiology,Doctor,"(4)","(100)"
Michael Taylor,Neurology,Doctor,"(2, 3)","(100, 100)"
Michael Taylor,ICU,Doctor,"(5)","(010)"
Michael Taylor,Pediatrics,Doctor,"(10, 11)","(001, 100)"
Michael Taylor,Psychiatry,Doctor,"(13)","(010)"
Michael Taylor,Oncology,Doctor,"(12)","(001)"
Michael Thomas,Emergency,Doctor,"(2)","(010)"
Michael Thomas,Cardiology,Doctor,"(9, 10)","(001, 010)"
Michael Thomas,Neurology,Doctor,"(7)","(100)"
Michael Thomas,ICU,Doctor,"(12)","(100)"
Michael Thomas,Pediatrics,Doctor,"(14)","(100)"
Michael Thomas,Psychiatry,Doctor,"(1, 3, 4)","(010, 010, 010)"
Noah Clark,Emergency,Doctor,"(13)","(001)"
Noah Clark,Cardiology,Doctor,"(2, 6)","(010, 001)"
Noah Clark,Neurology,Doctor,"(7, 11)","(100, 010)"
Noah Clark,ICU,Doctor,"(1, 3)","(100, 001)"
Noah Clark,Pediatrics,Doctor,"(14)","(001)"
Noah Clark,Gynecology,Doctor,"(9)","(001)"
Noah Clark,Oncology,Doctor,"(4, 5)","(100, 010)"
Noah Moore,Emergency,Doctor,"(5, 11, 13)","(001, 001, 001)"
Noah Moore,Cardiology,Doctor,"(1)","(001)"
Noah Moore,Neurology,Doctor,"(3)","(001)"
Noah Moore,Pediatrics,Doctor,"(14)","(010)"
Noah Moore,Gynecology,Doctor,"(2, 6, 8)","(001, 010, 010)"
Noah Robinson,Cardiology,Admin,"(13)","(010)"
Noah Robinson,Pediatrics,Admin,"(7)","(100)"
Noah Robinson,Radiology,Admin,"(10)","(010)"
Noah Robinson,Psychiatry,Admin,"(14)","(001)"
Noah Robinson,Orthopedics,Admin,"(1, 12)","(010, 100)"
Noah Smith,Emergency,Doctor,"(9)","(100)"
Noah Smith,Cardiology,Doctor,"(11)","(100)"
Noah Smith,ICU,Doctor,"(13)","(010)"
Noah Smith,Pediatrics,Doctor,"(4, 7, 10)","(010, 001, 001)"
Noah Smith,Gynecology,Doctor,"(1, 5, 14)","(010, 001, 010)"
Noah Smith,Radiology,Doctor,"(12)","(010)"
Noah Thompson,Emergency,Admin,"(2)","(001)"
Noah Thompson,Neurology,Admin,"(7)","(100)"
Noah Thompson,Psychiatry,Admin,"(5)","(100)"
Noah Thompson,Orthopedics,Admin,"(10)","(100)"
Noah Thompson,Oncology,Admin,"(12)","(010)"
Noah Walker,Neurology,Nurse,"(13)","(001)"
Noah Walker,ICU,Nurse,"(10)","(100)"
Noah Walker,Pediatrics,Nurse,"(12)","(010)"
Noah Walker,Radiology,Nurse,"(2, 5, 7, 8)","(001, 001, 010, 100)"
Noah Walker,Psychiatry,Nurse,"(11)","(100)"
Noah Walker,Orthopedics,Nurse,"(9)","(100)"
Noah Walker,Oncology,Nurse,"(4, 14)","(010, 001)"
Oliver Clark,Radiology,Doctor,"(2)","(001)"
Oliver Davis,Cardiology,Admin,"(8, 13, 14)","(001, 010, 001)"
Oliver Davis,Neurology,Admin,"(5, 12)","(001, 100)"
Oliver Davis,ICU,Admin,"(7)","(100)"
Oliver Davis,Gynecology,Admin,"(10)","(010)"
Oliver Davis,Radiology,Admin,"(4)","(001)"
Oliver Davis,Psychiatry,Admin,"(1)","(001)"
Oliver Davis,Oncology,Admin,"(2)","(010)"
Oliver Harris,Emergency,Nurse,"(5, 8)","(100, 001)"
Oliver Harris,Cardiology,Nurse,"(1, 12)","(010, 100)"
Oliver Harris,Neurology,Nurse,"(3, 7)","(100, 001)"
Oliver Harris,Psychiatry,Nurse,"(4, 13, 14)","(100, 010, 010)"
Oliver Harris,Orthopedics,Nurse,"(10)","(100)"
Oliver Harris,Oncology,Nurse,"(2)","(100)"
Oliver King,Emergency,Doctor,"(14)","(010)"
Oliver King,Oncology,Doctor,"(2)","(001)"
Oliver Lewis,Neurology,Admin,"(1, 12)","(100, 100)"
Oliver Lewis,Radiology,Admin,"(4)","(010)"
Oliver Lewis,Orthopedics,Admin,"(5)","(001)"
Oliver Nguyen,Emergency,Admin,"(6)","(010)"
Oliver Nguyen,Cardiology,Admin,"(3)","(010)"
Oliver Nguyen,Neurology,Admin,"(7)","(100)"
Oliver Nguyen,Pediatrics,Admin,"(5)","(100)"
Oliver Nguyen,Gynecology,Admin,"(9)","(100)"
Oliver Nguyen,Radiology,Admin,"(2, 11)","(100, 001)"
Oliver Nguyen,Psychiatry,Admin,"(4)","(010)"
Oliver Nguyen,Orthopedics,Admin,"(1)","(010)"
Oliver Scott,Emergency,Doctor,"(12)","(010)"
Oliver Scott,Radiology,Doctor,"(3)","(001)"
Oliver Scott,Oncology,Doctor,"(2, 7, 8, 11)","(100, 010, 010, 010)"
Oliver Taylor,Pediatrics,Admin,"(14)","(010)"
Oliver Taylor,Gynecology,Admin,"(6)","(100)"
Oliver Thompson,Orthopedics,Nurse,"(4)","(100)"
Oliver Wilson,Emergency,Doctor,"(2)","(001)"
Oliver Wilson,Pediatrics,Doctor,"(13)","(001)"
Oliver Wilson,Oncology,Doctor,"(10)","(010)"
Olivia Anderson,Emergency,Admin,"(1, 7)","(100, 100)"
Olivia Anderson,Neurology,Admin,"(12)","(001)"
Olivia Anderson,Pediatrics,Admin,"(2)","(100)"
Olivia Anderson,Radiology,Admin,"(8, 9, 11)","(100, 001, 001)"
Olivia Anderson,Psychiatry,Admin,"(13, 14)","(010, 001)"
Olivia Anderson,Oncology,Admin,"(3)","(001)"
Olivia Davis,Emergency,Nurse,"(3)","(001)"
Olivia Davis,ICU,Nurse,"(9)","(010)"
Olivia Davis,Pediatrics,Nurse,"(5)","(100)"
